c2,c0,729,129,229,ff9a,
263431,1528558,813538,500380,297751,5308,
256895,1437167,891457,552443,322863,13425,
867024,3750735,1808313,1026100,773545,52980,
83308,377522,229487,138555,84291,6232,
505979,2633714,1567535,961065,586487,14886,
1059139,5320319,2930230,1835042,1048844,23185,
258678,1457181,899091,555687,328511,15386,
35396,143449,62136,38161,19581,6311,
61633,289160,114914,75120,36235,9004,
355246,1806131,1124632,702234,419271,7863,
3655652,17753151,9173156,5951271,3117738,85692,
400902,2104090,1270007,835812,415563,36918,
20988,109733,71505,41975,27846,6182,
872896,4666463,2726111,1666741,1014453,23439,
307488,1641233,937642,585862,335047,12179,
10372,49590,35449,22016,13004,6475,
16564,70347,41132,25999,13918,4413,
14979,76526,52354,30891,20229,9074,
16539,70243,40267,25401,13656,5145,
48549,201320,94219,61744,30357,6913,
162,804,595,416,167,2609,
46422,206383,131591,83540,43894,8180,
91,461,235,132,86,2309,
144879,643935,420993,265156,146248,9455,
24578,108717,67393,42371,23198,6573,
771259,3664673,2029306,1280141,720477,21521,
75792,309953,132586,86527,43205,9601,
56616,261272,167225,101937,59819,14596,
26549,123235,78585,47281,28998,5324,
16602,70607,41127,25805,14062,4707,
2709,10542,7194,4455,2715,3110,
76272,315619,137480,90068,44153,8572,
3911,12773,10756,6976,3381,4259,
88880,405782,252785,152615,92652,5895,
36826,160681,95054,57952,33647,5191,
270420,1166655,460739,327927,130595,11897,
18934,78496,43412,27223,15174,4761,
9911,48558,30980,18532,11624,6948,
16916,71246,41602,26203,14295,5578,
20643,90926,54611,34435,18868,6003,
47447,252077,112130,66766,43117,5579,
14925,64060,40080,25096,13903,5082,
91,461,254,143,92,2416,
87203,399150,246280,148471,90525,6238,
28853,129656,85547,55586,27422,8251,
243673,1197877,765959,491850,265947,38303,
786765,3737764,2089639,1320206,740371,19081,
22374,117959,74066,42777,29207,7239,
24955,116996,72035,43203,26764,5996,
14948,64070,41064,25786,14126,4725,
14904,55063,33314,21194,12053,3815,
51225,209055,101029,64074,34642,6018,
4834,17531,11380,6797,4546,2683,
88238,403759,247608,148911,91359,6302,
308647,1587991,963473,596645,371851,16475,
692031,3891241,2237772,1370330,810854,20439,
41159,177995,111243,68691,38998,8964,
7936,41453,26221,15563,9819,6818,
29519,122324,68190,42346,23181,6348,
19790,86559,50948,32111,17410,5154,
3393,14363,8382,4934,3229,3828,
1976938,10643129,6488442,4912045,1555102,136985,
940526,4736515,2283017,1469326,718501,52877,
80330,365091,220649,133272,80952,6849,
19780,83538,50647,31624,17620,6879,
10303,46864,29834,18841,10128,5152,
778038,3693473,2075670,1310860,735470,24303,
22462,119927,75591,44272,30763,9639,
26743,123978,81139,47587,29743,6863,
15051,63283,38788,24190,13350,3900,
3066732,14570305,7373877,4821120,2488088,47841,
15561,66120,40935,25319,14239,5707,
20909,109717,70482,41435,27324,5807,
109116,526688,331592,195618,126708,8100,
25158,106831,73817,44947,26372,6665,
38918,181058,113460,69228,39354,10702,
3437462,13466753,4181912,2914082,1188852,61897,
1548512,6059780,1927863,1329153,549237,33040,
13255,56200,34441,21390,11907,5359,
18779,83169,51083,32129,17563,4471,
162,804,508,363,132,2126,
13260,56213,32957,20569,11336,3426,
2216,8203,6677,4110,2534,3897,
80243,369417,229146,139106,83341,7616,
16376,71071,42408,26546,14576,5219,
37237,158579,80239,49717,28610,9182,
42954,223339,135982,93182,57677,11479,
750725,3547566,2006404,1257890,700490,17151,
159506,660787,278201,177613,95585,10087,
13257,56193,31726,19918,10787,4250,
10555,55568,34015,19498,13502,3843,
13252,56180,30391,19024,10373,3514,
95,475,249,146,86,2292,
78739,358987,212087,128212,77649,5368,
58382,299664,188516,122350,64161,8814,
260076,1119471,431392,310301,119281,11390,
280946,1130152,418480,275576,137707,10367,
18663,93716,63847,37906,24606,9513,
14534,62246,40039,24895,13863,15161,
18439,81430,49931,31466,17116,5325,
49869,264153,123753,73514,47817,10006,
2684566,10531004,3277329,2286313,933831,15173,
2247312,8758281,2674385,1859028,748723,26806,
78793,359271,212971,128511,78227,4459,
31633,134641,83906,53376,27900,10649,
1038466,4683325,2392160,1544685,827620,116107,
17683,73686,47097,29538,16354,6491,
769226,3655121,2032651,1283363,720853,18410,
36023,176419,109104,64608,41541,7307,
54255,217711,105524,67109,36650,7174,
13162,66105,41093,23343,16609,5102,
13274,56284,34755,21980,12225,5351,
418686,1891281,987422,653415,320473,81035,
901122,4296935,2028377,1134390,859895,88602,
1004716,3949545,1773666,1189995,549248,162136,
573733,2306314,832259,567126,254023,11380,
278037,1114255,421641,276450,138465,9911,
122396,510129,216208,140142,72605,11795,
120492,480761,182075,121277,57603,7775,
19724,87750,53379,33722,18246,4777,
3230,17633,12192,7198,4740,9518,
118967,473447,183072,120612,59788,6204,
91,461,305,162,121,1867,
84428,385639,242651,148351,87052,8711,
13415,56918,33927,21214,11637,4203,
10352,49644,33236,20945,11514,5153,
14418,61536,34836,21824,11879,8941,
806067,3812979,2126598,1344313,750719,24764,
241454,990451,391324,255981,128036,10567,
13298,56373,35341,21954,12244,4088,
3081140,14646611,7395331,4829928,2499040,54647,
13900,59667,39365,24147,13953,5394,
131614,546997,223813,144170,76404,7299,
127609,604995,367961,224401,134540,11643,
689307,2735673,917599,619683,283510,10888,
4967,21672,14301,8556,5394,6074,
13258,56204,32417,20334,11034,3526,
16067,80673,53175,32026,20040,9132,
17213,70696,43525,26846,15634,4557,
21678,96733,60091,38276,20088,7229,
326,1535,1273,959,283,2149,
13258,56204,35847,22310,12396,3098,
91,461,305,162,121,2641,
80153,364296,214201,129852,78277,5012,
2007597,8025334,2658796,1792176,837659,16403,
1827869,7269988,2294962,1540471,710917,11445,
24191,98094,61383,38430,21741,6346,
75216,298192,109024,71388,36474,6512,
812690,3866933,2147052,1353642,762680,17961,
13297,56365,33171,20768,11331,4724,
11063,57353,34724,20083,13777,5443,
68108,315221,182832,111391,66755,7064,
95,475,235,139,79,2278,
1079120,5846298,3524309,2163693,1301986,104753,
23439,103043,66607,42632,22381,3447,
258541,1114431,430537,310054,118637,9588,
16707,70968,42605,26852,14471,4072,
23325,112860,70153,42771,24818,9663,
24846,110208,66015,41037,23467,5347,
25298,108047,66192,41697,22980,6331,
50686,265688,119238,71015,45775,6521,
26727,116979,72577,47460,22870,8044,
18107,85601,62122,37790,22660,10740,
51552,233184,136414,82840,49903,5693,
493149,2465563,1453856,900352,541551,20597,
2079253,11353138,7036029,4646549,2305846,125213,
1373068,7516068,5066858,3531009,1440673,34377,
5290,20978,15030,8903,5817,7476,
822354,3909282,2230474,1405075,792141,36865,
18308,78481,47531,30020,16129,4615,
23113,121978,74729,43457,29440,5180,
24671,107823,63824,39617,22684,6602,
6608,34325,20602,11700,8293,3620,
114544,524539,316971,191519,116128,8738,
20701,90718,57041,35419,20226,6457,
12878,71401,55771,32739,20300,7832,
19254,82757,46123,29132,15714,4765,
43865,195005,125370,79274,41923,12889,
32360,139175,86282,53493,31241,6280,
23148,102285,68048,43078,23245,5758,
163,807,488,356,123,2591,
37441,156806,82392,51848,28478,6586,
2978,11029,8123,4928,3165,2848,
125358,565855,335001,204287,120450,8285,
28483,115223,71091,44418,25326,6083,
12975,59980,39625,24782,13887,6645,
157088,658870,331443,219637,106441,15340,
1282,6482,3954,2201,1472,7066,
27642,118456,77425,49870,30646,9582,
908358,4390699,2291071,1435268,806350,28552,
3058113,14523269,7346005,4802294,2480077,48110,
19236,82491,53905,33585,19112,5854,
115636,483474,197108,127124,65857,7859,
79888,396721,249817,147564,95835,7617,
276793,1381934,858902,527847,333366,20003,
834728,4635833,2724936,1680553,985625,34979,
47084,194929,95537,61547,32033,7167,
95527,390353,154995,99029,53691,12362,
35231,157203,89346,54875,31395,7875,
29975,135231,88501,55362,31261,6869,
2583,13202,11579,6835,4593,4184,
23214,101534,66639,43177,21477,6650,
2153,8138,8351,5036,3271,3703,
102523,469914,277298,167305,101839,6720,
16628,70532,40689,25601,13824,3695,
341644,1709510,941111,634488,298767,31816,
4642755,19372806,7149097,4754447,2271784,107507,
1303,6555,4057,2276,1490,5370,
251201,1411844,867691,538256,313931,19294,
810657,3828225,2135596,1348738,755344,26859,
25811,132544,82469,47621,32855,7042,
20147,90973,55032,33476,19859,5455,
4834,24877,15195,8671,6065,2480,
47985,219106,127291,76538,47333,5660,
427812,2086372,1255810,774200,476280,13703,
2487205,13413142,7846354,5749896,2058021,153562,
1376798,6935445,3727664,2381030,1207821,71444,
13972,74712,50334,29446,19615,11171,
16734,71060,43227,27136,14735,5954,
28731,129015,80835,50020,29059,7196,
48764,258639,115570,69018,44264,6681,
16627,70570,40500,25506,13766,3732,
91,461,233,131,85,2229,
48312,221600,130759,78903,48390,5777,
92938,425280,249365,153244,87999,5825,
701292,3462819,1792041,1132559,640465,68743,
7334276,36307509,15363949,9561550,5657628,89896,
970774,4720637,2057178,1285565,746281,17790,
16623,70641,43076,27027,14720,5085,
798785,3781083,2105081,1329184,745224,41632,
23058,121743,76579,44293,30355,5145,
3837734,15009888,4821427,3338832,1391870,70368,
4835,24881,15062,8482,6097,2248,
49796,227854,136562,82106,50915,5478,
76770,348040,210641,128010,75985,5111,
16331,65732,37459,24316,11767,9290,
24258,101668,64231,39956,21982,4555,
9343,49075,30569,17742,11930,6671,
14922,64012,36566,23029,12461,3864,
86955,368377,173935,110244,60444,10132,
7840,37263,26870,17869,8142,7468,
21431,93062,60542,39423,19298,4989,
1073,4044,3376,1965,1384,2994,
50064,228456,132014,79430,49378,5450,
75513,343412,195869,118963,70853,4644,
2400839,9583898,3129432,2098863,981248,17021,
18280,79582,49578,31788,16293,7138,
25506,102520,40364,26707,12922,5920,
14911,63907,39356,24800,13428,4679,
14954,64072,36059,22667,12369,3650,
3955812,18691156,9548721,6202360,3252279,71572,
14905,63883,41922,26187,14536,5186,
23481,123302,78972,46057,31112,6829,
73647,366776,233079,136208,91132,6253,
74906,340522,207003,126022,74557,5295,
1736,8113,6041,3676,2239,4783,
1092376,5844278,3409898,2104220,1251891,68962,
110208,449115,171657,112955,55747,9791,
16185,68690,42044,25982,14620,6672,
391792,1556811,549110,369661,170518,9915,
130003,530807,210143,137968,69550,6879,
197432,828684,461950,290217,155639,24542,
173170,688609,230916,155796,70744,10782,
164400,681763,300178,192428,101819,8693,
300378,1505872,908711,556050,351780,13378,
669736,3486819,1846712,1144828,658504,15643,
526032,2733538,1649255,1096275,528533,63070,
5679,22463,17665,10470,6896,8356,
156689,624290,246299,162954,79745,8286,
2340163,9375998,3070241,2069516,971995,11745,
946391,4331643,2292777,1448624,799734,24306,
16543,70258,44098,27567,15216,7219,
22790,120178,75578,43794,29956,5401,
61629,289618,173066,103199,65307,7266,
139129,601504,308133,190840,109643,10849,
268737,1172234,477414,336848,136449,13112,
33245,134652,75500,48766,24210,6450,
46367,207062,137300,86352,46293,13756,
16671,70869,41708,26236,14213,4610,
29855,132693,77883,47454,27866,4706,
62792,325742,163252,99362,60684,8508,
16829,71679,41234,26125,13874,4473,
91,461,231,129,85,2032,
51213,234764,135487,81573,50472,5862,
81907,372001,220518,134155,79555,4161,
256112,1258889,821189,522326,288179,46215,
24420,102501,64170,39859,22063,4895,
1282,6482,3898,2185,1437,6472,
14917,64015,37366,23459,12820,3851,
14917,64015,35223,22274,11945,3034,
364902,1558716,607383,399491,202863,11610,
550281,2689804,1683443,1052452,601994,15805,
22784,120215,76924,44427,30645,4696,
60888,286372,171374,102010,65091,7717,
82056,373889,214301,130101,77539,5300,
23290,110638,74653,42828,30274,10436,
107803,496656,259034,169672,86414,10984,
11373,57769,39908,23246,15704,8704,
14909,63912,37325,23501,12762,3497,
18363,79823,47542,30214,15873,16614,
11895,53659,41468,25364,15596,6566,
25747,115930,73089,45539,26105,4720,
91,461,250,140,91,1780,
52013,237784,141487,85188,52994,5005,
81873,372283,210702,127779,76489,4716,
8587,40556,28647,17889,10000,6990,
1001790,5483211,3259215,2004521,1203512,38674,
5727,22956,17853,10787,6723,6569,
15017,63085,39617,24623,13613,4550,
28471,112514,68443,42795,24287,4760,
3068422,14575184,7398370,4835023,2498654,44911,
519697,2464483,1303323,811033,466387,18254,
255273,1202836,733792,477546,253346,6835,
119617,570153,336905,199357,129298,10377,
73571,332499,195658,119050,70573,6230,
41913,171413,101476,62035,38315,7774,
18214,76093,45244,28385,15284,5105,
12892,68747,43773,25901,16718,9032,
18881,77140,44711,27785,15677,4971,
19451,83453,51603,33503,16279,5491,
26207,118043,72077,43314,27101,5002,
23223,102750,60036,36966,21631,5136,
91,461,235,132,86,2827,
71994,320363,178043,113694,60695,9849,
74284,336375,191377,116536,68834,4369,
119751,479576,195144,129087,63264,8492,
38635,156541,85571,54796,27312,8503,
37105,159536,107344,68787,34841,11266,
13303,56380,33236,20737,11409,4465,
156670,627499,236838,156407,76615,7286,
139047,558355,180134,120066,58605,3364,
781331,3707120,2034385,1284236,721324,16311,
23649,125174,80395,46471,31813,5026,
57827,273094,162755,96275,62193,7072,
72075,326768,187045,113760,67533,4244,
479279,1986899,727277,508275,213248,14186,
13278,56316,33277,20627,11584,4405,
7932,41457,24384,14425,9164,6698,
47902,193012,80984,52553,26932,5420,
34310,133694,75965,48319,26578,5182,
57748,295242,138565,83499,52530,6030,
21562,96313,57046,35027,20733,4274,
91,461,231,129,85,2286,
98888,421013,201438,124678,72827,7089,
72467,328547,184752,112490,66553,4227,
284411,1394817,890058,567200,312856,36097,
15545,64807,38820,24193,13483,4467,
49617,257120,124325,67868,55126,19824,
13396,56872,32528,20322,11131,3899,
13426,57001,33083,20523,11490,4680,
0,0,0,0,0,2524,
13266,56280,32596,20311,11229,4470,
779319,3704688,2043056,1290878,723551,14762,
127844,609965,358729,215130,134510,12729,
72570,328886,190155,115524,68746,3459,
11673,60683,38821,22241,15557,5168,
13406,56923,33428,20785,11557,3002,
21662,96957,47527,29386,16660,8448,
18655,81272,49976,32929,15313,6142,
13544,57552,33019,20741,11198,4009,
8045,37144,22851,14144,8241,4955,
30139,134546,80405,50634,26840,6184,
22294,107747,73427,43562,28391,8694,
83604,381425,242576,137993,99799,24144,
641090,3395524,2055898,1265553,776031,25792,
451410,2510975,1441449,880507,518603,24464,
29441,135829,88294,55648,30730,5034,
6027,26357,19178,11740,7073,9874,
16573,70365,41276,25964,14098,4688,
943754,3772500,1299212,874292,420242,11919,
4201716,19110295,8865595,5809166,2961759,41937,
16554,70302,43828,27402,15101,5682,
45918,226546,145354,89213,56968,10719,
805440,3837542,2154522,1349996,767681,16671,
89287,407472,245523,148617,89553,8032,
174626,730043,323059,205558,109657,13318,
126607,506449,199627,132656,63377,6884,
44528,197867,129620,82019,43367,12145,
103127,416380,165995,109008,54500,7665,
316431,1573846,981684,603212,369989,19984,
640263,3336348,1750152,1088543,627272,12364,
357555,1833613,1014384,637351,359680,16634,
91,461,265,145,101,2414,
60080,278367,167173,100516,62823,8091,
86896,395239,230069,139995,82797,5159,
20870,93207,66556,40574,24265,12189,
20650,85534,50852,31946,17531,4458,
1282,6482,3711,2079,1371,5393,
91726,368815,149201,98753,47532,6587,
728739,3961096,2346527,1453461,872525,24647,
80121,398944,209551,124145,67243,3014,
250512,1409619,854302,530217,308867,12212,
132782,525038,198201,132136,63814,5283,
854001,4060531,2272489,1425029,811875,23561,
87389,397489,232109,140939,83954,4245,
271426,1178532,468241,331617,133531,11690,
61113,311249,198804,128704,67836,7007,
17840,86549,63652,38518,22934,12782,
19170,82336,50688,32113,16995,4442,
380558,1935172,1194254,746886,441350,18580,
519683,2886589,1569837,959768,572588,10044,
276030,1516056,917713,571096,330062,22285,
12081,56027,33419,19659,12496,4132,
60424,280020,170166,102624,63603,6897,
265756,1324338,792800,488046,309163,6620,
808051,4309236,2464238,1530762,881115,36681,
251970,1415992,849505,527321,306949,13116,
1444,7206,4543,2649,1593,6229,
14932,62731,40274,25142,13801,5137,
70676,325117,129733,85818,40168,7629,
6069,24656,16345,10044,6041,4069,
802424,4337229,2537564,1565955,933921,13022,
95,475,267,158,92,2366,
1052930,5223491,2958452,1855577,1057824,30019,
626442,3336090,1975130,1236197,767565,13421,
239860,1270514,642889,363964,205063,7767,
257502,1442878,865001,536625,313070,12201,
23281,124240,83337,48440,32523,8859,
16978,72148,43571,27342,14838,4995,
543588,2833925,1732892,1072353,640930,11471,
275020,1569016,831433,510743,303354,6260,
250262,1408249,833649,517217,301306,9590,
91,461,233,130,86,2378,
67078,311923,184069,111134,68743,6752,
115381,519651,286606,177408,100781,5627,
39845,170022,113129,69705,39730,9885,
22045,93551,59980,37156,21419,9093,
40066,171944,115471,73594,37761,11786,
39701,175881,109306,69112,36877,5788,
799884,3774456,2357625,1497543,824364,74341,
3091817,14654297,7380239,4827931,2487293,43617,
41556,185837,119744,70614,45764,11603,
21626,113737,69465,40309,27483,4488,
82641,409030,251515,146827,98540,7720,
1446354,6120484,2665184,1707544,897118,41597,
20420,82607,46768,30396,14632,9789,
70713,286070,120917,79573,39060,6331,
722782,3455696,2100260,1330214,738710,27109,
274515,1121646,441906,289149,144288,12882,
163366,647452,246012,162778,79937,6822,
27663,122478,75144,45443,28488,7240,
130218,522781,207043,136628,66086,6873,
4014,14672,10349,6340,3973,3032,
71264,325801,183361,110125,68650,6843,
